   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.1798896e+01   2.8201104e+01
   3.0814334e+01   2.9185666e+01
   2.9985072e+01   3.0014928e+01
   2.9309369e+01   3.0690631e+01
   2.8784147e+01   3.1215853e+01
   2.8408013e+01   3.1591987e+01
   2.8178535e+01   3.1821465e+01
   2.8088052e+01   3.1911948e+01
   2.8121294e+01   3.1878706e+01
   2.8255905e+01   3.1744095e+01
   2.8465117e+01   3.1534883e+01
   2.8721163e+01   3.1278837e+01
   2.8975109e+01   3.1024891e+01
   2.8997448e+01   3.1002552e+01
   2.9075614e+01   3.0924386e+01
   2.9192050e+01   3.0807950e+01
   2.9330869e+01   3.0669131e+01
   2.9474563e+01   3.0525437e+01
   2.9622550e+01   3.0377450e+01
   2.9760428e+01   3.0239572e+01
   2.9882029e+01   3.0117971e+01
   2.9983575e+01   3.0016425e+01
   3.0063366e+01   2.9936634e+01
   3.0121406e+01   2.9878594e+01
   3.0159020e+01   2.9840980e+01
   3.0178482e+01   2.9821518e+01
   3.0182665e+01   2.9817335e+01
   3.0174733e+01   2.9825267e+01
   3.0157888e+01   2.9842112e+01
   3.0135159e+01   2.9864841e+01
   3.0109256e+01   2.9890744e+01
   3.0082480e+01   2.9917520e+01
   3.0056664e+01   2.9943336e+01
   3.0033175e+01   2.9966825e+01
   3.0012927e+01   2.9987073e+01
   2.9996434e+01   3.0003566e+01
   2.9983861e+01   3.0016139e+01
   2.9975098e+01   3.0024902e+01
   2.9969827e+01   3.0030173e+01
   2.9967587e+01   3.0032413e+01
   2.9967833e+01   3.0032167e+01
   2.9969994e+01   3.0030006e+01
   2.9973507e+01   3.0026493e+01
   2.9977853e+01   3.0022147e+01
   2.9982580e+01   3.0017420e+01
   2.9987312e+01   3.0012688e+01
   2.9991758e+01   3.0008242e+01
   2.9995711e+01   3.0004289e+01
   2.9999039e+01   3.0000961e+01
   3.0001679e+01   2.9998321e+01
   3.0003623e+01   2.9996377e+01
   3.0004910e+01   2.9995090e+01
   3.0005606e+01   2.9994394e+01
   2.9930234e+01   3.0069766e+01
   2.8187407e+01   3.1812593e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.8724834e+01   3.1275166e+01
   2.9646446e+01   3.0353554e+01
   3.0411696e+01   2.9588304e+01
   3.1025681e+01   2.8974319e+01
   3.1490626e+01   2.8509374e+01
   3.1806517e+01   2.8193483e+01
   3.1975882e+01   2.8024118e+01
   3.2008285e+01   2.7991715e+01
   3.1921868e+01   2.8078132e+01
   3.1741722e+01   2.8258278e+01
   3.1496446e+01   2.8503554e+01
   3.1214470e+01   2.8785530e+01
   3.0921178e+01   2.9078822e+01
   3.0637230e+01   2.9362770e+01
   3.0377991e+01   2.9622009e+01
   3.0153723e+01   2.9846277e+01
   2.9970186e+01   3.0029814e+01
   2.9829386e+01   3.0170614e+01
   2.9730335e+01   3.0269665e+01
   2.9669772e+01   3.0330228e+01
   2.9642841e+01   3.0357159e+01
   2.9643717e+01   3.0356283e+01
   2.9666160e+01   3.0333840e+01
   2.9703987e+01   3.0296013e+01
   2.9751443e+01   3.0248557e+01
   2.9803465e+01   3.0196535e+01
   2.9855843e+01   3.0144157e+01
   2.9905288e+01   3.0094712e+01
   2.9949433e+01   3.0050567e+01
   2.9986764e+01   3.0013236e+01
   3.0016526e+01   2.9983474e+01
   3.0038597e+01   2.9961403e+01
   3.0053352e+01   2.9946648e+01
   3.0061529e+01   2.9938471e+01
   3.0064105e+01   2.9935895e+01
   3.0062178e+01   2.9937822e+01
   3.0056877e+01   2.9943123e+01
   3.0049283e+01   2.9950717e+01
   3.0040377e+01   2.9959623e+01
   3.0030999e+01   2.9969001e+01
   3.0021827e+01   2.9978173e+01
   3.0233260e+01   2.9766740e+01
   3.0387548e+01   2.9612452e+01
   3.0483545e+01   2.9516455e+01
   3.0528358e+01   2.9471642e+01
   3.0530764e+01   2.9469236e+01
   3.0500019e+01   2.9499981e+01
   3.0445624e+01   2.9554376e+01
   3.0376168e+01   2.9623832e+01
   3.0299268e+01   2.9700732e+01
   3.0221306e+01   2.9778694e+01
   3.0147294e+01   2.9852706e+01
   3.0080879e+01   2.9919121e+01
   3.0024420e+01   2.9975580e+01
   2.9979135e+01   3.0020865e+01
   2.9945288e+01   3.0054712e+01
   2.9922384e+01   3.0077616e+01
   2.9909369e+01   3.0090631e+01
   2.9904822e+01   3.0095178e+01
   2.9907121e+01   3.0092879e+01
   2.9914590e+01   3.0085410e+01
   2.9925611e+01   3.0074389e+01
   2.9938713e+01   3.0061287e+01
   2.9952625e+01   3.0047375e+01
   2.9966315e+01   3.0033685e+01
   2.9978994e+01   3.0021006e+01
   2.9990113e+01   3.0009887e+01
   2.9999341e+01   3.0000659e+01
   3.0006538e+01   2.9993462e+01
   3.0011719e+01   2.9988281e+01
   3.0015019e+01   2.9984981e+01
   3.0016659e+01   2.9983341e+01
   3.0016911e+01   2.9983089e+01
   3.0016071e+01   2.9983929e+01
   3.0014436e+01   2.9985564e+01
   3.0012284e+01   2.9987716e+01
   3.0009863e+01   2.9990137e+01
   3.0007381e+01   2.9992619e+01
   3.0005005e+01   2.9994995e+01
   3.0002856e+01   2.9997144e+01
   3.0001014e+01   2.9998986e+01
   2.9999524e+01   3.0000476e+01
   2.9998397e+01   3.0001603e+01
   2.9997622e+01   3.0002378e+01
   2.9997166e+01   3.0002834e+01
   2.9996986e+01   3.0003014e+01
   2.9997031e+01   3.0002969e+01
   2.9997248e+01   3.0002752e+01
   2.9997584e+01   3.0002416e+01
   2.9997993e+01   3.0002007e+01
   2.9998433e+01   3.0001567e+01
   2.9998870e+01   3.0001130e+01
   2.9999278e+01   3.0000722e+01
   3.0070664e+01   2.9929336e+01
   3.0251796e+01   2.9748204e+01
   3.0377017e+01   2.9622983e+01
   3.0451069e+01   2.9548931e+01
   3.0480849e+01   2.9519151e+01
   3.0474483e+01   2.9525517e+01
   3.0440435e+01   2.9559565e+01
   3.0387097e+01   2.9612903e+01
   3.0322036e+01   2.9677964e+01
   3.0251861e+01   2.9748139e+01
   3.0182016e+01   2.9817984e+01
   3.0116707e+01   2.9883293e+01
   3.0058913e+01   2.9941087e+01
   3.0010484e+01   2.9989516e+01
   2.9972281e+01   3.0027719e+01
   2.9944348e+01   3.0055652e+01
   2.9926088e+01   3.0073912e+01
   2.9916450e+01   3.0083550e+01
   2.9914089e+01   3.0085911e+01
   2.9917517e+01   3.0082483e+01
   2.9925225e+01   3.0074775e+01
   2.9935781e+01   3.0064219e+01
   2.9947899e+01   3.0052101e+01
   2.9960486e+01   3.0039514e+01
   2.9972667e+01   3.0027333e+01
   2.9983787e+01   3.0016213e+01
   2.9993403e+01   3.0006597e+01
   3.0001264e+01   2.9998736e+01
   3.0007283e+01   2.9992717e+01
   3.0011505e+01   2.9988495e+01
   3.0014075e+01   2.9985925e+01
   3.0015207e+01   2.9984793e+01
   3.0015153e+01   2.9984847e+01
   3.0014183e+01   2.9985817e+01
   3.0012563e+01   2.9987437e+01
   3.0010538e+01   2.9989462e+01
   3.0008322e+01   2.9991678e+01
   3.0006094e+01   2.9993906e+01
   3.0003993e+01   2.9996007e+01
   3.0002119e+01   2.9997881e+01
   3.0102589e+01   2.9897411e+01
   3.0416978e+01   2.9583022e+01
   3.0636150e+01   2.9363850e+01
   3.0767317e+01   2.9232683e+01
   3.0821906e+01   2.9178094e+01
   3.0813833e+01   2.9186167e+01
   3.0757411e+01   2.9242589e+01
   3.0667455e+01   2.9332545e+01
   3.0556847e+01   2.9443153e+01
   3.0436957e+01   2.9563043e+01
   3.0317217e+01   2.9682783e+01
   3.0204933e+01   2.9795067e+01
   3.0105306e+01   2.9894694e+01
   3.0021587e+01   2.9978413e+01
   2.9955322e+01   3.0044678e+01
   2.9906648e+01   3.0093352e+01
   2.9874596e+01   3.0125404e+01
   2.9857402e+01   3.0142598e+01
   2.9852790e+01   3.0147210e+01
   2.9858220e+01   3.0141780e+01
   2.9871110e+01   3.0128890e+01
   2.9888997e+01   3.0111003e+01
   2.9909665e+01   3.0090335e+01
   2.9931223e+01   3.0068777e+01
   2.9952153e+01   3.0047847e+01
   2.9971314e+01   3.0028686e+01
   2.9987930e+01   3.0012070e+01
   3.0001554e+01   2.9998446e+01
   3.0012026e+01   2.9987974e+01
   3.0019410e+01   2.9980590e+01
   3.0023948e+01   2.9976052e+01
   3.0026001e+01   2.9973999e+01
   3.0026002e+01   2.9973998e+01
   3.0024410e+01   2.9975590e+01
   3.0021682e+01   2.9978318e+01
   3.0018238e+01   2.9981762e+01
   3.0014451e+01   2.9985549e+01
   3.0010629e+01   2.9989371e+01
   3.0007015e+01   2.9992985e+01
   3.0003782e+01   2.9996218e+01
   3.0001044e+01   2.9998956e+01
   2.9998856e+01   3.0001144e+01
   2.9997229e+01   3.0002771e+01
   2.9996138e+01   3.0003862e+01
   2.9995528e+01   3.0004472e+01
   2.9995328e+01   3.0004672e+01
   2.9995460e+01   3.0004540e+01
   2.9995840e+01   3.0004160e+01
   2.9996389e+01   3.0003611e+01
   2.9951628e+01   3.0048372e+01
   2.9477175e+01   3.0522825e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7936280e+01   3.2063720e+01
   2.8345912e+01   3.1654088e+01
   2.8665339e+01   3.1334661e+01
   2.8912997e+01   3.1087003e+01
   2.9103932e+01   3.0896068e+01
   2.9249881e+01   3.0750119e+01
   2.9359594e+01   3.0640406e+01
   2.9439065e+01   3.0560935e+01
   2.9491393e+01   3.0508607e+01
   2.9515683e+01   3.0484317e+01
   2.9503011e+01   3.0496989e+01
   2.9420116e+01   3.0579884e+01
   2.9108555e+01   3.0891445e+01
   2.7750000e+01   3.2250000e+01
   2.8082295e+01   3.1917705e+01
   2.8599704e+01   3.1400296e+01
   2.8702440e+01   3.1297560e+01
   2.8676217e+01   3.1323783e+01
   2.8577363e+01   3.1422637e+01
   2.8420810e+01   3.1579190e+01
   2.8208345e+01   3.1791655e+01
   2.7935852e+01   3.2064148e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7990469e+01   3.2009531e+01
   2.8314421e+01   3.1685579e+01
   2.8561318e+01   3.1438682e+01
   2.8742794e+01   3.1257206e+01
   2.8865472e+01   3.1134528e+01
   2.8928496e+01   3.1071504e+01
   2.8916182e+01   3.1083818e+01
   2.8770778e+01   3.1229222e+01
   2.8246536e+01   3.1753464e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7962990e+01   3.2037010e+01
   2.7949932e+01   3.2050068e+01
   2.7817937e+01   3.2182063e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   3.1421526e+01   2.8578474e+01
   3.1321171e+01   2.8678829e+01
   3.1163336e+01   2.8836664e+01
   3.0969793e+01   2.9030207e+01
   3.0760221e+01   2.9239779e+01
   3.0551087e+01   2.9448913e+01
   3.0355148e+01   2.9644852e+01
   3.0181436e+01   2.9818564e+01
   3.0035558e+01   2.9964442e+01
   2.9920155e+01   3.0079845e+01
   2.9835433e+01   3.0164567e+01
   2.9779701e+01   3.0220299e+01
   2.9749888e+01   3.0250112e+01
   2.9742029e+01   3.0257971e+01
   2.9751702e+01   3.0248298e+01
   2.9774395e+01   3.0225605e+01
   2.9805804e+01   3.0194196e+01
   2.9842051e+01   3.0157949e+01
   2.9879832e+01   3.0120168e+01
   2.9916489e+01   3.0083511e+01
   2.9950030e+01   3.0049970e+01
   2.9979101e+01   3.0020899e+01
   3.0002926e+01   2.9997074e+01
   3.0021223e+01   2.9978777e+01
   3.0034115e+01   2.9965885e+01
   3.0042024e+01   2.9957976e+01
   3.0045585e+01   2.9954415e+01
   2.9103778e+01   3.0896222e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.7750000e+01   3.2250000e+01
   2.8574798e+01   3.1425202e+01
   2.9544352e+01   3.0455648e+01
   3.0361977e+01   2.9638023e+01
   3.1051102e+01   2.8948898e+01
   3.1623133e+01   2.8376867e+01
   3.2074385e+01   2.7925615e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.2250000e+01   2.7750000e+01
   3.1899146e+01   2.8100854e+01
   3.1460078e+01   2.8539922e+01
   3.1029734e+01   2.8970266e+01
   3.0632874e+01   2.9367126e+01
   3.0286141e+01   2.9713859e+01
   2.9999106e+01   3.0000894e+01
   2.9775598e+01   3.0224402e+01
   2.9614934e+01   3.0385066e+01
   2.9512969e+01   3.0487031e+01
   2.9463026e+01   3.0536974e+01
   2.9456754e+01   3.0543246e+01
   2.9484944e+01   3.0515056e+01
   2.9538265e+01   3.0461735e+01
   2.9607870e+01   3.0392130e+01
   2.9685863e+01   3.0314137e+01
   2.9765584e+01   3.0234416e+01
   2.9841762e+01   3.0158238e+01
   2.9910527e+01   3.0089473e+01
   2.9969335e+01   3.0030665e+01
   3.0016824e+01   2.9983176e+01
   3.0068796e+01   2.9931204e+01
   3.0366258e+01   2.9633742e+01
   3.0575326e+01   2.9424674e+01
   3.0702447e+01   2.9297553e+01
   3.0757941e+01   2.9242059e+01
   3.0754488e+01   2.9245512e+01
   3.0705450e+01   2.9294550e+01
   3.0624381e+01   2.9375619e+01
   3.0523304e+01   2.9476696e+01
   3.0412864e+01   2.9587136e+01
   3.0301929e+01   2.9698071e+01
   3.0197410e+01   2.9802590e+01
   3.0104266e+01   2.9895734e+01
   3.0025641e+01   2.9974359e+01
   2.9963083e+01   3.0036917e+01
   2.9916812e+01   3.0083188e+01
   2.9886006e+01   3.0113994e+01
   2.9869083e+01   3.0130917e+01
   2.9863966e+01   3.0136034e+01
   2.9868323e+01   3.0131677e+01
   2.9879761e+01   3.0120239e+01
   2.9895993e+01   3.0104007e+01
   2.9914949e+01   3.0085051e+01
   2.9934856e+01   3.0065144e+01
   2.9954283e+01   3.0045717e+01
   2.9972148e+01   3.0027852e+01
   2.9987708e+01   3.0012292e+01
   3.0000527e+01   2.9999473e+01
   3.0010436e+01   2.9989564e+01
   3.0017482e+01   2.9982518e+01
   3.0021876e+01   2.9978124e+01
   2.9972651e+01   3.0027349e+01
   2.9888847e+01   3.0111153e+01
   2.9830645e+01   3.0169355e+01
   2.9795874e+01   3.0204126e+01
   2.9781410e+01   3.0218590e+01
   2.9783577e+01   3.0216423e+01
   2.9798520e+01   3.0201480e+01
   2.9822440e+01   3.0177560e+01
   2.9851861e+01   3.0148139e+01
   2.9883748e+01   3.0116252e+01
   2.9915594e+01   3.0084406e+01
   2.9945458e+01   3.0054542e+01
   2.9971958e+01   3.0028042e+01
   2.9994226e+01   3.0005774e+01
   3.0011849e+01   2.9988151e+01
   3.0024790e+01   2.9975210e+01
   3.0033309e+01   2.9966691e+01
   3.0037877e+01   2.9962123e+01
   3.0039100e+01   2.9960900e+01
   3.0037655e+01   2.9962345e+01
   3.0034229e+01   2.9965771e+01
   3.0029476e+01   2.9970524e+01
   3.0023986e+01   2.9976014e+01
   3.0018260e+01   2.9981740e+01
